city_longitude,city_latitude,Haunting_Occurred
"-85.71003929999999",43.1608578,1950-01-01T00:00:00Z
"-82.486024",42.8208653,2025-01-01T00:00:00Z
"-82.486024",42.8208653,1700-01-01T00:00:00Z
"-82.89636039999999",42.4974085,2025-01-01T00:00:00Z
"-82.89636039999999",42.4974085,2025-01-01T00:00:00Z
"-82.89636039999999",42.4974085,2025-01-01T00:00:00Z
"-82.6483442",43.016179,2025-01-01T00:00:00Z
"-83.0302033",42.5803122,2025-01-01T00:00:00Z
"-83.0302033",42.5803122,2025-01-01T00:00:00Z
"-86.5194654",42.014487,2005-08-07T00:00:00Z
"-86.15482689999999",44.2023126,1800-01-01T00:00:00Z
"-83.2696509",42.240872,2025-01-01T00:00:00Z
"-83.2696509",42.240872,2020-01-01T00:00:00Z
"-83.2696509",42.240872,2025-01-01T00:00:00Z
"-83.9449417",42.0039331,2020-03-07T00:00:00Z
"-84.51829699999999",44.9097303,1857-01-01T00:00:00Z
"-85.62063169999999",44.7630567,2025-01-01T00:00:00Z
"-85.62063169999999",44.7630567,2025-01-01T00:00:00Z
"-85.62063169999999",44.7630567,2025-01-01T00:00:00Z
"-85.62063169999999",44.7630567,2025-01-01T00:00:00Z
"-85.62063169999999",44.7630567,2025-01-01T00:00:00Z
"-85.62063169999999",44.7630567,2025-01-01T00:00:00Z
"-85.62063169999999",44.7630567,2025-01-01T00:00:00Z
"-85.62063169999999",44.7630567,1989-03-07T00:00:00Z
